vendor_id,pick_date,drop_date,n_passenger,trip_distance,ratecode_id,store_and_fwd_flag,pick_loc_id,drop_loc_id,payment_type,fare_amount,extra,mta_tax,tip_amount,tolls_amount,improvement_surcharge,total_amount,pick_day,pick_dow,pick_wkday,trip_duration
2,7/9/2016 17:08,7/9/2016 17:11,1,0.36,1,N,237,236,Cash,4,0,0.5,0,0,0.3,4.8,7/9/2016,Sat,FALSE,2.7
1,7/15/2016 13:07,7/15/2016 13:11,1,1.2,1,N,237,236,Cash,6,0,0.5,0,0,0.3,6.8,7/15/2016,Fri,TRUE,4.55
1,7/10/2016 15:09,7/10/2016 15:17,1,1.6,1,N,237,236,Card,8,0,0.5,1.75,0,0.3,10.55,7/10/2016,Sun,FALSE,8.116666667
1,7/14/2016 18:48,7/14/2016 18:53,1,0.8,1,N,237,236,Card,5,1,0.5,1,0,0.3,7.8,7/14/2016,Thu,TRUE,4.75
1,7/28/2016 14:09,7/28/2016 14:14,1,1.1,1,N,237,236,Cash,6,0,0.5,0,0,0.3,6.8,7/28/2016,Thu,TRUE,4.5
2,7/28/2016 12:09,7/28/2016 12:15,1,0.9,1,N,237,236,Card,6,0,0.5,1.36,0,0.3,8.16,7/28/2016,Thu,TRUE,6.083333333
1,7/12/2016 20:20,7/12/2016 20:22,1,0.5,1,N,237,236,Cash,4,0.5,0.5,0,0,0.3,5.3,7/12/2016,Tue,TRUE,2.15
1,7/6/2016 16:37,7/6/2016 16:43,1,1.2,1,N,237,236,Card,6.5,1,0.5,1.65,0,0.3,9.95,7/6/2016,Wed,TRUE,5.566666667
2,7/7/2016 16:12,7/7/2016 16:21,2,1.59,1,N,237,236,Card,8.5,1,0.5,2.06,0,0.3,12.36,7/7/2016,Thu,TRUE,8.8
2,7/25/2016 16:31,7/25/2016 16:34,1,0.74,1,N,237,236,Cash,4.5,1,0.5,0,0,0.3,6.3,7/25/2016,Mon,TRUE,2.6
2,7/10/2016 7:21,7/10/2016 7:26,1,1.15,1,N,237,236,Cash,6,0,0.5,0,0,0.3,6.8,7/10/2016,Sun,FALSE,5.233333333
1,7/16/2016 7:50,7/16/2016 7:52,1,0.8,1,N,237,236,Card,4.5,0,0.5,0.7,0,0.3,6,7/16/2016,Sat,FALSE,1.8
1,7/19/2016 11:53,7/19/2016 11:59,1,0.9,1,N,237,236,Cash,5.5,0,0.5,0,0,0.3,6.3,7/19/2016,Tue,TRUE,5.433333333
2,7/28/2016 11:42,7/28/2016 11:51,1,1.46,1,N,237,236,Card,7.5,0,0.5,2,0,0.3,10.3,7/28/2016,Thu,TRUE,8.766666667
2,7/21/2016 8:26,7/21/2016 8:30,1,1.15,1,N,237,236,Card,5.5,0,0.5,1.26,0,0.3,7.56,7/21/2016,Thu,TRUE,3.766666667
2,7/29/2016 11:19,7/29/2016 11:26,1,0.78,1,N,237,236,Card,6.5,0,0.5,1.46,0,0.3,8.76,7/29/2016,Fri,TRUE,6.716666667
2,7/21/2016 14:49,7/21/2016 14:55,1,0.95,1,N,237,236,Cash,6,0,0.5,0,0,0.3,6.8,7/21/2016,Thu,TRUE,5.683333333
2,7/14/2016 13:34,7/14/2016 13:42,1,1.49,1,N,237,236,Card,8,0,0.5,1.76,0,0.3,10.56,7/14/2016,Thu,TRUE,8.283333333
2,7/12/2016 17:25,7/12/2016 17:31,1,1.22,1,N,237,236,Card,6.5,1,0.5,1,0,0.3,9.3,7/12/2016,Tue,TRUE,5.95
2,7/15/2016 9:25,7/15/2016 9:32,1,1.26,1,N,237,236,Cash,7,0,0.5,0,0,0.3,7.8,7/15/2016,Fri,TRUE,7.066666667
1,7/13/2016 18:00,7/13/2016 18:05,2,1.2,1,N,237,236,Cash,6,1,0.5,0,0,0.3,7.8,7/13/2016,Wed,TRUE,4.833333333
1,7/21/2016 12:23,7/21/2016 12:28,1,1,1,N,237,236,Card,6,0,0.5,1.25,0,0.3,8.05,7/21/2016,Thu,TRUE,5.483333333
2,7/29/2016 18:41,7/29/2016 18:48,1,1.7,1,N,237,236,Cash,8,1,0.5,0,0,0.3,9.8,7/29/2016,Fri,TRUE,7.15
2,7/21/2016 17:09,7/21/2016 17:14,2,0.9,1,N,237,236,Cash,6,1,0.5,0,0,0.3,7.8,7/21/2016,Thu,TRUE,5.75
1,7/5/2016 16:54,7/5/2016 16:58,1,1,1,N,237,236,Card,5.5,1,0.5,1.45,0,0.3,8.75,7/5/2016,Tue,TRUE,4.266666667
2,7/27/2016 15:28,7/27/2016 15:30,1,0.27,1,N,237,236,Cash,3.5,0,0.5,0,0,0.3,4.3,7/27/2016,Wed,TRUE,2.2
2,7/14/2016 7:46,7/14/2016 7:51,5,0.99,1,N,237,236,Card,6,0,0.5,1,0,0.3,7.8,7/14/2016,Thu,TRUE,5.216666667
2,7/26/2016 11:20,7/26/2016 11:25,1,0.61,1,N,237,236,Cash,5,0,0.5,0,0,0.3,5.8,7/26/2016,Tue,TRUE,4.683333333
1,7/11/2016 10:56,7/11/2016 11:03,1,1.4,1,N,237,236,Cash,7.5,0,0.5,0,0,0.3,8.3,7/11/2016,Mon,TRUE,7.083333333
1,7/28/2016 14:26,7/28/2016 14:30,1,0.9,1,N,237,236,Card,5,0,0.5,1.15,0,0.3,6.95,7/28/2016,Thu,TRUE,4.366666667
2,7/15/2016 7:36,7/15/2016 7:39,1,0.56,1,N,237,236,Card,4,0,0.5,0.96,0,0.3,5.76,7/15/2016,Fri,TRUE,2.45
1,7/4/2016 15:39,7/4/2016 15:41,1,0.7,1,N,237,236,Card,4,0,0.5,0.95,0,0.3,5.75,7/4/2016,Mon,TRUE,2.1
2,7/12/2016 15:57,7/12/2016 16:01,2,0.94,1,N,237,236,Card,5.5,0,0.5,1.26,0,0.3,7.56,7/12/2016,Tue,TRUE,4.416666667
2,7/17/2016 17:22,7/17/2016 17:25,6,1.26,1,N,237,236,Cash,5.5,0,0.5,0,0,0.3,6.3,7/17/2016,Sun,FALSE,2.633333333
1,7/26/2016 16:52,7/26/2016 16:56,1,1.1,1,N,237,236,Card,5,1,0.5,1.35,0,0.3,8.15,7/26/2016,Tue,TRUE,3.666666667
2,7/16/2016 12:43,7/16/2016 12:48,1,0.8,1,N,237,236,Cash,5,0,0.5,0,0,0.3,5.8,7/16/2016,Sat,FALSE,4.683333333
1,7/9/2016 14:54,7/9/2016 15:04,1,1.8,1,N,237,236,Card,9,0,0.5,1.5,0,0.3,11.3,7/9/2016,Sat,FALSE,10.43333333
2,7/3/2016 12:22,7/3/2016 12:25,1,1.08,1,N,237,236,Cash,5,0,0.5,0,0,0.3,5.8,7/3/2016,Sun,FALSE,3.116666667
2,7/26/2016 19:54,7/26/2016 19:59,2,1.03,1,N,237,236,Card,6,1,0.5,1.56,0,0.3,9.36,7/26/2016,Tue,TRUE,4.766666667
1,7/11/2016 17:13,7/11/2016 17:15,1,0.6,1,N,237,236,Cash,4,1,0.5,0,0,0.3,5.8,7/11/2016,Mon,TRUE,1.9
2,7/26/2016 21:14,7/26/2016 21:19,1,1.33,1,N,237,236,Cash,6,0.5,0.5,0,0,0.3,7.3,7/26/2016,Tue,TRUE,4.5
2,7/22/2016 9:13,7/22/2016 9:20,5,1.71,1,N,237,236,Cash,7.5,0,0.5,0,0,0.3,8.3,7/22/2016,Fri,TRUE,7.15
1,7/21/2016 19:59,7/21/2016 20:05,1,1.6,1,N,237,236,Card,7.5,1,0.5,1,0,0.3,10.3,7/21/2016,Thu,TRUE,6.816666667
2,7/28/2016 14:00,7/28/2016 14:04,1,1.35,1,N,237,236,Card,6,0,0.5,1,0,0.3,7.8,7/28/2016,Thu,TRUE,4.266666667
1,7/15/2016 16:51,7/15/2016 17:00,1,1.3,1,N,237,236,Card,8,1,0.5,1.95,0,0.3,11.75,7/15/2016,Fri,TRUE,8.6
1,7/6/2016 16:09,7/6/2016 16:15,1,1.2,1,N,237,236,Cash,6.5,1,0.5,0,0,0.3,8.3,7/6/2016,Wed,TRUE,6.316666667
1,7/4/2016 12:32,7/4/2016 12:38,1,1.4,1,N,237,236,Card,6.5,0,0.5,1,0,0.3,8.3,7/4/2016,Mon,TRUE,5.116666667
2,7/12/2016 17:33,7/12/2016 17:43,1,1.23,1,N,237,236,Cash,8,1,0.5,0,0,0.3,9.8,7/12/2016,Tue,TRUE,9.45
1,7/11/2016 10:10,7/11/2016 10:12,1,0.4,1,N,237,236,Card,3.5,0,0.5,1.05,0,0.3,5.35,7/11/2016,Mon,TRUE,2.066666667
1,7/13/2016 23:16,7/13/2016 23:23,2,1.3,1,N,237,236,Card,6.5,0.5,0.5,1,0,0.3,8.8,7/13/2016,Wed,TRUE,6.633333333
1,7/14/2016 14:21,7/14/2016 14:26,2,0.9,1,N,237,236,Cash,5.5,0,0.5,0,0,0.3,6.3,7/14/2016,Thu,TRUE,5.116666667
1,7/23/2016 18:06,7/23/2016 18:09,1,1.1,1,N,237,236,Card,5,0,0.5,0.6,0,0.3,6.4,7/23/2016,Sat,FALSE,2.583333333
1,7/13/2016 18:35,7/13/2016 18:45,1,2,1,N,237,236,Card,9,1,0.5,3.2,0,0.3,14,7/13/2016,Wed,TRUE,9.816666667
2,7/5/2016 22:05,7/5/2016 22:08,1,0.93,1,N,237,236,Card,5,0.5,0.5,0.94,0,0.3,7.24,7/5/2016,Tue,TRUE,3.65
1,7/11/2016 8:24,7/11/2016 8:26,2,0.6,1,N,237,236,Cash,4,0,0.5,0,0,0.3,4.8,7/11/2016,Mon,TRUE,1.883333333
1,7/20/2016 13:30,7/20/2016 13:34,2,0.5,1,N,237,236,Cash,4.5,0,0.5,0,0,0.3,5.3,7/20/2016,Wed,TRUE,3.816666667
2,7/18/2016 14:21,7/18/2016 14:24,1,1.17,1,N,237,236,Cash,5.5,0,0.5,0,0,0.3,6.3,7/18/2016,Mon,TRUE,3.55
2,7/28/2016 16:51,7/28/2016 16:58,2,1.14,1,N,237,236,Cash,6.5,1,0.5,0,0,0.3,8.3,7/28/2016,Thu,TRUE,6.766666667
1,7/13/2016 16:47,7/13/2016 16:55,1,1.4,1,N,237,236,Cash,7.5,1,0.5,0,0,0.3,9.3,7/13/2016,Wed,TRUE,7.566666667
1,7/7/2016 19:53,7/7/2016 19:59,1,0.9,1,N,237,236,Card,6,1,0.5,0,0,0.3,7.8,7/7/2016,Thu,TRUE,5.6
2,7/26/2016 19:14,7/26/2016 19:19,6,1.34,1,N,237,236,Card,6.5,1,0.5,0.5,0,0.3,8.8,7/26/2016,Tue,TRUE,5.35
2,7/15/2016 14:08,7/15/2016 14:15,1,1.37,1,N,237,236,Card,7.5,0,0.5,2.08,0,0.3,10.38,7/15/2016,Fri,TRUE,7.283333333
1,7/5/2016 20:12,7/5/2016 20:16,1,1,1,N,237,236,Card,6,0.5,0.5,1.45,0,0.3,8.75,7/5/2016,Tue,TRUE,4.116666667
2,7/5/2016 20:26,7/5/2016 20:29,5,0.96,1,N,237,236,Card,5,0.5,0.5,1,0,0.3,7.3,7/5/2016,Tue,TRUE,3.15
1,7/28/2016 17:42,7/28/2016 17:49,1,1.3,1,N,237,236,Card,7,1,0.5,1.76,0,0.3,10.56,7/28/2016,Thu,TRUE,6.616666667
2,7/21/2016 9:53,7/21/2016 10:00,1,0.99,1,N,237,236,Card,6.5,0,0.5,1.46,0,0.3,8.76,7/21/2016,Thu,TRUE,6.9
2,7/17/2016 21:19,7/17/2016 21:24,2,1.26,1,N,237,236,Card,6,0.5,0.5,1.2,0,0.3,8.5,7/17/2016,Sun,FALSE,4.833333333
1,7/13/2016 18:56,7/13/2016 19:02,1,0.9,1,N,237,236,Card,6,1,0.5,0,0,0.3,7.8,7/13/2016,Wed,TRUE,5.583333333
1,7/18/2016 17:56,7/18/2016 17:59,2,0.4,1,N,237,236,Card,4,1,0.5,1.45,0,0.3,7.25,7/18/2016,Mon,TRUE,2.833333333
2,7/25/2016 14:13,7/25/2016 14:17,5,0.87,1,N,237,236,Card,5,0,0.5,1.16,0,0.3,6.96,7/25/2016,Mon,TRUE,3.433333333
2,7/22/2016 15:29,7/22/2016 15:36,2,1.06,1,N,237,236,Cash,6.5,1,0.5,0,0,0.3,8.3,7/22/2016,Fri,TRUE,6.9
1,7/28/2016 0:06,7/28/2016 0:09,1,0.6,1,N,237,236,Card,4.5,0.5,0.5,1,0,0.3,6.8,7/28/2016,Thu,TRUE,2.85
2,7/16/2016 16:05,7/16/2016 16:07,3,0.77,1,N,237,236,Cash,4,0,0.5,0,0,0.3,4.8,7/16/2016,Sat,FALSE,2.25
1,7/26/2016 21:19,7/26/2016 21:25,1,1.8,1,N,237,236,Card,7,0.5,0.5,1.66,0,0.3,9.96,7/26/2016,Tue,TRUE,6.1
2,7/16/2016 16:13,7/16/2016 16:16,5,0.67,1,N,237,236,Cash,4.5,0,0.5,0,0,0.3,5.3,7/16/2016,Sat,FALSE,3.05
2,7/26/2016 18:19,7/26/2016 18:28,1,1.25,1,N,237,236,Card,8,1,0.5,1.96,0,0.3,11.76,7/26/2016,Tue,TRUE,8.533333333
2,7/31/2016 16:45,7/31/2016 16:48,1,1.31,1,N,237,236,Card,6,0,0.5,1,0,0.3,7.8,7/31/2016,Sun,FALSE,3.866666667
1,7/9/2016 12:40,7/9/2016 12:41,1,0.7,1,N,237,236,Card,4,0,0.5,1,0,0.3,5.8,7/9/2016,Sat,FALSE,1.516666667
1,7/26/2016 12:44,7/26/2016 12:48,1,1.1,1,N,237,236,Card,5.5,0,0.5,1,0,0.3,7.3,7/26/2016,Tue,TRUE,4.05
2,7/22/2016 23:58,7/23/2016 0:03,3,1.55,1,N,237,236,Card,7,0.5,0.5,1.66,0,0.3,9.96,7/22/2016,Fri,TRUE,5.55
1,7/19/2016 19:30,7/19/2016 19:34,1,1.4,1,N,237,236,Cash,6,0,0.5,0,0,0.3,6.8,7/19/2016,Tue,TRUE,3.333333333
2,7/25/2016 19:57,7/25/2016 20:04,1,1.66,1,N,237,236,Card,7,1,0.5,1.76,0,0.3,10.56,7/25/2016,Mon,TRUE,6.283333333
1,7/21/2016 19:16,7/21/2016 19:22,1,1,1,N,237,236,Cash,6,1,0.5,0,0,0.3,7.8,7/21/2016,Thu,TRUE,5.766666667
1,7/28/2016 15:15,7/28/2016 15:21,1,1.3,1,N,237,236,Card,6.5,0,0.5,1.46,0,0.3,8.76,7/28/2016,Thu,TRUE,6.4
2,7/13/2016 11:32,7/13/2016 11:37,2,0.93,1,N,237,236,Cash,5.5,0,0.5,0,0,0.3,6.3,7/13/2016,Wed,TRUE,5.416666667
1,7/27/2016 16:44,7/27/2016 16:50,1,1.6,1,N,237,236,Card,7,1,0.5,1.75,0,0.3,10.55,7/27/2016,Wed,TRUE,6.266666667
1,7/11/2016 15:30,7/11/2016 15:34,1,0.7,1,N,237,236,Card,4.5,0,0.5,1.05,0,0.3,6.35,7/11/2016,Mon,TRUE,3.216666667
