"","x"
"85",0.0172676371204785
"86",-0.00203450909412073
"87",0.00927809556024872
"88",-0.00431646953569231
"89",-0.00645100468037185
"90",-0.00854790228218416
"91",0.0051689897479168
"92",-0.00264034359613508
"93",0.0014983639095254
"94",0.00824018788545544
"95",-0.00160347323118071
"96",0.00803060607703188
"97",-0.0113238226809802
"98",0.0059121959177908
"99",-0.00587292710311527
"100",-0.0173090765631967
"101",-0.0160293403865746
"102",0.00384950938326334
"103",-0.0036871255888089
"104",-0.00700642403448004
"105",0.00403876122674518
"106",0.00620981357073092
"107",-0.00975815834234872
"108",-0.00775213578494682
"109",-0.00346477825576663
"110",-0.00219230300210338
"111",0.00219230300210338
"112",0.00148637517043504
"113",-0.00695539775131504
"114",-0.00763187389715814
"115",0.00871147371966075
"116",-0.00733092253505241
"117",-0.00494531832218303
"118",0.0179457298583285
"119",0.0116106250049093
"120",-0.00441501820911672
"121",-0.00324189298438426
"122",-0.00796455257322481
"123",-0.00915681083810149
"124",-0.0141063879876278
"125",-0.00540024699215813
"126",0.0164915573188074
"127",0
"128",0
"129",0.0142826853840301
"130",0.000537334420930513
"131",0.0297593758828292
"132",0
"133",-0.000120339357131627
"134",0.00452281184837133
"135",-0.00436236259010503
"136",-0.0041397940998058
"137",-0.00638386006422742
"138",0.012407007087937
"139",-0.00803895160890278
"140",0.00491144304521018
"141",0.0104666983012152
"142",0.0082321278601647
"143",0.00177210749901935
"144",-0.00192978024955348
"145",0.00322733277604659
"146",-0.000589587895152732
"147",-0.00844953106178181
"148",0.00130763000821155
"149",-0.00591776455430804
"150",0.0116826071800524
"151",0.00475265530586011
"152",-0.0021574981400212
"153",0.00168716811645719
"154",0.00796568054213154
"155",-0.00428733556123895
"156",-0.00132890385005346
"157",-0.00380101948650857
"158",-0.00503799231449786
"159",-0.00677029211817093
"160",0.00838678861620767
"161",-0.000512264812699392
"162",-0.00529561781350907
"163",-0.000435962989684846
"164",-0.00345478354145001
"165",0.0107223722085212
"166",0.00584670778123986
"167",-0.0075403883956513
"168",0.00263774488089386
"169",-0.00043258549153613
"170",0.00682088101150669
"171",-0.00505239496374621
"172",0.00712080946199922
"173",-0.00117027514819057
"174",3.90312445164298e-05
"175",-0.00304902120348061
"176",0.00433619836803523
"177",-0.00273234878606043
"178",-0.00788749748112494
"179",-0.00205071649736066
"180",0.00692398218426682
"181",0.00940402989298939
"182",-0.0205610319476097
"183",-0.0116036950037604
"184",-0.00696277942260348
"185",-0.0021428435231714
"186",0.00826301079841851
"187",-0.0106944258634138
"188",0.00117592211916318
"189",-0.00446773823048918
"190",-0.00637048871203394
"191",0.0072249635671886
"192",0.00251848374242147
"193",0.00295720375115227
"194",-0.00987792832907886
"195",0.00204048389439393
"196",-0.00523197596503788
"197",-0.0129933562276205
"198",-0.00132945594986289
"199",-0.00948191143591348
"200",0.00760936860050698
"201",0.00137354082904384
"202",-0.00458582535427698
"203",0.0178901574464527
"204",0.0543955206822853
"205",0.00712684091749516
"206",0.00365983265101733
"207",0.0151509376335319
"208",-0.000606198396982727
"209",0
"210",0
"211",-0.00486286194966645
"212",-0.00687865751063832
"213",0.000766636038775026
"214",0.0126410455761423
"215",0.00573456638294356
"216",-0.00271227469820712
"217",0.00522960615473966
"218",-0.00406091928631547
"219",0.00214531782161309
"220",0
"221",0.000901916633855748
"222",0.0136173269485917
"223",0.00118505365125898
"224",0.008770046630314
"225",0.00442940231832889
"226",-0.00564083397471649
"227",-0.000698157260715426
"228",-0.00952880603328232
"229",-0.00450040742470836
"230",0.00779774475820982
"231",-0.00111024769925727
"232",0.00417552569717028
"233",-0.00365725670396788
"234",0.00479971384789124
"235",0
"236",-0.00383792632877622
"237",-0.00222090704257294
"238",-0.00163180573221933
"239",0.00496131936998534
"240",-0.00370014482691605
"241",0.00307208532534364
"242",-0.00928201510767135
"243",0.000372939513534121
"244",-0.0050089817647434
"245",-0.00854303974572002
"246",-0.00393850391712736
"247",0.00026557905875535
"248",-0.00838068217041066
"249",-0.00398635968118821
"250",-0.00388663833689673
"251",0.00871423391963777
"252",-0.00686523493369062
"253",-0.0138344807858557
"254",0.00858674532878556
"255",-0.0134371362188661
"256",0.00403060672065614
"257",-0.0109951629955711
"258",0.0097055713828631
"259",-0.0091134699978106
"260",-0.00724769999678809
"261",0.00214413423418236
"262",-0.0108872284338029
"263",-0.00716300849409457
"264",0.00844531682448313
"265",-0.0113168481903605
"266",0.00995434096667402
"267",-0.00849732273902681
"268",0.0101801502857723
"269",-0.00284643486030234
"270",-0.0050311027617278
"271",0.0022973228168004
"272",0.000965717119958853
"273",-0.00120729219058635
"274",-0.0209557441631221
"275",-0.011663627965004
"276",0.00493848657912999
"277",-0.0115333848449808
"278",0.00484606370953511
"279",-0.00933705780579519
"280",-0.0123594225445185
"281",0.0107596242830521
"282",0.0207654544819889
"283",-0.00479855309777744
"284",-0.00498837083631187
"285",0.00854812458501364
"286",-0.00526131669167107
"287",-0.00612463635654237
"288",-0.00637265279229826
"289",-0.0116336950991078
"290",-0.0104368114481224
"291",-0.00694671962748483
"292",-0.00281830784676274
"293",0.00644870339773451
"294",0.016600021808669
"295",0.00815572143060095
"296",-0.00904715733808903
"297",0.00373024043241266
"298",-0.00173622182554833
"299",0.00266661181061956
"300",-0.0233503595690365
"301",-0.0131096583649377
"302",0.00175208104391711
"303",0.0115739011153178
"304",0.000432507251239223
"305",0
"306",-0.00615920402978176
"307",0.00633215456635927
"308",0.0293531052744296
"309",-0.00830510032812182
"310",0.00422440641742838
"311",-0.0146502545951837
"312",-0.00437280984876942
"313",0.00561257658944392
"314",0.0128623231383731
"315",0.0213653025732414
"316",-0.0217449773231042
"317",0.00349599159847536
"318",0.0434439588664031
"319",0.0329079962770855
"320",-0.0026915816604518
"321",0.0100659601211142
"322",-0.00212910174302117
"323",0.0156490495765604
"324",-0.00773624171669063
"325",-0.0158887279750433
"326",0.00214613290841115
"327",-0.00488425314053575
"328",0.00753130206052433
"329",-0.00882473512931803
"330",-0.0413990262231518
"331",0.017063254691327
"332",0.0114675115423495
"333",0.00858408324910087
"334",0.000944881960062816
"335",0.00627649950019382
"336",0.0106965371565453
"337",-0.00387642459286752
"338",-0.0109738863169149
"339",0.00677040058058243
"340",-0.000663272297583894
"341",0.0211623591078123
"342",0.0109070570320986
"343",0.00467590127563167
"344",0.00435452469305009
"345",-0.00303866082665927
"346",0.0030761175173657
"347",-0.00729299123594629
"348",-0.00306082200911639
"349",0.00603707074479676
"350",0.0110361943915969
"351",0.00660068403135217
"352",-0.00515073489731943
"353",0.00718149232902388
"354",-0.00310318325051639
"355",-0.00270465699044475
"356",0.00709799652880605
"357",-0.00657872794401371
"358",0.0109161727151452
"359",-0.0106566395027068
"360",-0.00665788849817694
"361",-0.000149287154117772
"362",0.00921391568286012
"363",0.000813278666688788
"364",0.00963490702815051
"365",-0.00348285505953339
"366",0.00154128470878767
"367",-0.00643775100338662
"368",0.0118136164982383
"369",0.00665227193709406
"370",0.00675226887983182
"371",0.00473900506353697
"372",-0.0100431001990913
"373",0.00249318117980657
"374",-0.00419500108904547
"375",-0.00177732686116183
"376",0.0055391774958462
"377",-0.00691969068465248
"378",-0.00883668935784865
"379",-0.0037848906961484
"380",0.0020595814562494
"381",-0.00143390285060807
"382",0.0054672013186412
"383",0.00274067884547158
"384",0.0178666597125394
"385",0.00643157967905861
"386",0.012142386825726
"387",-0.00515046822411414
"388",3.53675573432355e-05
"389",0
"390",0
"391",0.00715383735661934
"392",-0.00538705244473281
"393",0.0049304554889753
"394",0
"395",0.00525579345802019
"396",-0.00979797482058764
"397",-0.00268570378409638
"398",-0.00336730490970449
"399",-0.00616131728129066
"400",-0.00925965773371384
"401",-0.00560448378194511
"402",-0.00457916194837704
"403",0.00505042403318878
"404",0.00213601804509711
"405",-0.000723562854910043
"406",-0.00927161367488871
"407",0.00404644847919755
"408",0.00890987422701706
"409",0.00284454238071863
"410",-0.00334948360186349
"411",0.0227558146409592
"412",-0.00112910636179642
"413",-0.00552272441342794
"414",-0.00344944421972837
"415",0.0156926949744678
"416",-0.00604996569221061
"417",0.0138049212438434
"418",-0.00275275885103365
"419",-0.00104733985275463
"420",0.00247693266234883
"421",-0.0135760596341088
"422",-0.00527649647457906
"423",0.00633551944845046
"424",0.0030648395575712
"425",0.00101952934704297
"426",-0.0119122668413274
"427",0.000639863517618799
"428",0.00838690621290006
"429",0.000810187268017515
"430",-0.000598770776743862
"431",-0.00717786791988306
"432",-0.000354924582252281
"433",0.00414475326336827
"434",0.0137976805797697
"435",0.00507774192949118
"436",-0.000104078128075002
"437",0.0125154627127184
"438",-0.00473950813351909
"439",0.00405401317933851
"440",0.0138581356034155
"441",-0.00250541842865992
"442",0.00230251007490345
"443",-0.0011167324894501
"444",-0.0127785290519746
"445",0.0022266764933736
"446",-0.00106133498502015
"447",-0.0101219620643649
"448",-0.00228642793433931
"449",0.00580974764132058
"450",-0.0125608868688349
"451",-0.000978166016857962
"452",-0.000174773232176406
"453",-0.00273042491192399
"454",3.50526666350603e-05
"455",-0.00224585138437394
"456",0.00508104465897308
"457",0.00616758928436045
"458",-0.000104219138202133
"459",-0.0029573982552149
"460",-0.0108957582902258
"461",-0.00232763286186888
"462",-0.00357250614294369
"463",-0.000106309466957555
"464",0
"465",0
"466",0.008820577246059
"467",-0.00165234089871191
"468",-0.000844802753612761
"469",-0.00540246013060042
"470",0.0019807589950922
"471",0.00918034621481745
"472",0.00471558936597205
"473",0.00399951843415103
"474",-0.0130309796899502
"475",-0.00758903061649097
"476",0.00367816506632757
"477",-0.0125756541856656
"478",-0.00376068207048075
"479",0.00939309393772536
"480",0
"481",-0.000177755657542633
"482",-0.00574068717450427
"483",-0.00365408445564253
"484",0.00265233130400144
"485",0.0128038168409974
"486",0.00225917001025611
"487",0.00867143701793971
"488",-0.00402795591965344
"489",-0.000807541781504106
"490",0.00389126010280627
"491",-0.00378589157628717
"492",-0.00974068051019117
"493",-0.00102900745352219
"494",-0.00163439368412721
"495",0.00475363625292502
"496",0.00427313347759384
"497",0.0032368180812572
"498",0.00294623341033429
"499",-0.00512641572126249
"500",0
"501",0.00298775244663485
"502",0.00483177299391624
"503",-0.0035690579892389
"504",-0.00805959278495827
"505",0.00525139099566818
"506",-0.000140617310222524
"507",0.00787915760054148
"508",-0.00240968179600642
"509",0.000629172658736188
"510",0.008247397678387
"511",-0.00538616539735504
"512",0.00451938888473613
"513",-0.00253529578210365
"514",0.00128581623595636
"515",0.0083005249350725
"516",0.00144553458315233
"517",-0.00237591145286853
"518",-0.00207060846316409
"519",-0.00249040286439861
"520",0.00328464293930164
"521",-0.003804258435534
"522",0.00483927664074901
"523",-0.00386954601131784
"524",-0.0108240854924615
"525",-0.00674136186000496
"526",0.00337636166421085
"527",7.02197879656197e-05
"528",-0.000842963064914493
"529",-0.0009491835976565
"530",-0.00433549611971351
"531",0.00218772140890255
"532",-0.00169330128299539
"533",-0.000211864407572371
"534",0.000458982831508692
"535",0.0034884370900059
"536",-0.00670574969923798
"537",-0.00347641357565998
"538",0.00212985065071614
"539",0.00269131505624998
"540",0.00581817258600559
"541",0.012300106153659
"542",0.00166562603571485
"543",0.0115137953665005
"544",0.00304580923680486
"545",0.00518047578267122
"546",0.0011211715717403
"547",-0.00125715661359482
"548",0.000713715257920633
"549",0.00892923473194873
"550",0.00557403813841173
"551",-0.00496812032272231
"552",0.0115430292816754
"553",0.000997473150929906
"554",0.000332270072169294
"555",-0.000598165643250326
"556",0.00553595632576709
"557",0.0159384215493503
"558",-0.00263882481154987
"559",-0.00258039371673391
"560",-0.0051151006667709
"561",0.00239686224446167
"562",0.00975776690583707
"563",0
"564",0.00692581816272586
"565",0
"566",-0.000193529659025415
"567",-0.00481803974824224
"568",-0.00405996302843548
"569",-0.00499193519380192
"570",-0.000621656571135887
"571",-0.00551363392195547
"572",-0.00105367148372082
"573",-0.00138463082155482
"574",0.00191160534135904
"575",-0.00402521246902587
"576",0.00105736198061557
"577",-0.0128296372056251
"578",0.00483874603015266
"579",0.00053249909734987
"580",-0.000332778705233849
"581",-0.000965684962077162
"582",0.00196368903692878
"583",-0.00206364072702847
"584",0.00129859337319971
"585",0.00699662971908133
"586",0.00349650705872939
"587",-0.00224163601366811
"588",0.00243918638965646
"589",0.000592417078935981
"590",0.00930086940592112
"591",0.00568838992618304
"592",0.00504365763660175
"593",-0.00271265425012679
"594",0.00522497560247714
"595",-0.00206092685814596
"596",-0.00242056630314025
"597",-0.00446920881206481
"598",0.00175120034375986
"599",0.0111164167732412
"600",0.00536879724963413
"601",-0.00255297560158319
"602",0.00849525464185419
"603",0.0100874038861765
"604",0.00335040158098998
"605",-0.00444876826341023
"606",-0.00614165486995155
"607",-0.00348123650518772
"608",0.00275434299467925
"609",0.00252605123269944
"610",-0.00208353139110606
"611",-9.48091965629061e-05
"612",-0.000569044021425213
"613",-0.00421466882822941
"614",-0.0203388142070065
"615",-0.00259605545593189
"616",0.00596088327153232
"617",0.000807167692544297
"618",0.000387209194602889
"619",-0.000193585855932099
"620",-0.0018732645488253
"621",0.00135685231128946
"622",0.00723766730023101
"623",0.00176126856833925
"624",-0.00561483788433037
"625",-0.0121064502627384
"626",-0.000423459671795356
"627",-0.000684429261623265
"628",0.00840873094120909
"629",0.00589896142043145
"630",0.00781153927332845
"631",0.00986886649015162
"632",0.0207191674431879
"633",-0.00288055208394589
"634",0.00318979536810104
"635",0.00095804689395429
"636",0
"637",0.012310776074326
"638",-0.00177126325130494
"639",-0.00315327298275569
"640",-0.00205650865154894
"641",-0.00190681281825889
"642",0.00931493437061981
"643",0.00983315965564735
"644",0.00779150490410885
"645",0.00829607861659731
"646",-0.00670913315292765
"647",0.00397128065558761
"648",0.0120850971734683
"649",0.0046410610857297
"650",0
"651",0
"652",0.0144599060190682
"653",-0.00963611101684236
"654",-0.00303774038949811
"655",0
"656",-0.00290029352697552
"657",-0.00863331673095225
"658",0.00701840042901836
"659",0.0125567425869697
"660",-0.00156826332493587
"661",-0.0078198344327074
"662",-0.0123200002084864
"663",-0.00356506616449614
"664",0.0120109126661365
"665",0.00211503515775391
"666",0.0085320760686951
"667",0.0110242577134265
"668",-0.00146866162235604
"669",0.00408386866515364
"670",-0.00080395088745
"671",-0.0108009251709866
"672",-0.00229647925813126
"673",-0.0025643281237393
"674",0.0058475445545394
"675",0.0127970388303833
"676",-0.00295412716807242
"677",0.0110829778506307
"678",-0.0082147699471431
"679",-0.00462186299793466
"680",-0.0163322217583559
"681",0.00615225068249181
"682",-0.00323177315331336
"683",-0.00646569739801173
"684",-0.00828192593920463
"685",-0.00456811425610049
"686",0.00879133046791836
"687",0.00719438126379401
"688",0.00222124890393971
"689",-0.0125444145613702
"690",-0.00959475049158698
"691",-0.00496709578983889
"692",0.00245670924686969
"693",-0.0225143410070086
"694",0.00418404263021621
"695",0.0141923614379937
"696",-0.017428116268297
"697",-0.00690324431332812
"698",-0.000492717036420842
"699",0.00965598735523265
"700",0.00847527058583708
"701",-0.0126327722945234
"702",-0.00543688273887
"703",-0.00395025665673643
"704",-0.0130724884413258
"705",0.0129178644093511
"706",0.0104603464249013
"707",-0.00752657040652593
"708",0.00393931509948153
"709",-0.0116161830138708
"710",-0.00626550887759336
"711",0.00109383556495679
"712",-0.0145358713408079
"713",-0.0107058534083855
"714",0.00233573945921961
"715",0.000159782695874355
"716",-0.00195109531101068
"717",-0.00997466360742649
"718",-0.00194212529485505
"719",0
"720",0
"721",0.00960894763178999
"722",0.00489781218221275
"723",-0.000798658296584875
"724",-0.00262408547643567
"725",0.00912257929386229
"726",0.00307521840195868
"727",-0.00421894708172665
"728",-0.00449224172417928
"729",0.0116191783381758
"730",-0.00954577929556955
"731",-0.00325556445976716
"732",-0.00954024870793546
"733",0.000935559387539087
"734",0.010425281675321
"735",-0.00884649507960411
"736",0.00616235862227477
"737",0.00787217425688169
"738",-0.00640139767764403
"739",-0.00147077657923766
"740",0
"741",-0.00812816708955921
"742",-0.00956169670378415
"743",0.0114953099391801
"744",0
"745",-0.00264354259497424
"746",0.0123515790465074
"747",-0.00185102497480116
"748",0.00232918121349002
"749",-0.00594535873046809
"750",-0.00115480862259432
"751",0.00253241788783143
"752",-0.00224359068471891
"753",0.00201945799723013
"754",0.00143997720918954
"755",-0.00606188812023767
"756",-0.00622833800427181
"757",-0.0223911937411359
"758",-0.000331103903429053
"759",-0.0178083923147145
"760",0
"761",0.00138119242425994
"762",-0.0130796117828966
"763",0.0165410438344251
"764",0.00568696544917024
"765",0.00386203702828247
"766",-0.00152971331083407
"767",0.0110542247596186
"768",-0.00306571748740936
"769",0.00887463095177665
"770",-0.0130432335608237
"771",0.00769501311852494
"772",0.00203766462196064
"773",-0.00516797015844261
"774",-0.00237898674896719
"775",-0.0172843809132406
"776",-0.0104546483670749
"777",0.00684678809344597
"778",-0.00609881947325519
"779",-0.0226165336802673
"780",0.00806721245161146
"781",0.00313312587380121
"782",0.0127407663366368
"783",-0.0092405397096007
"784",0.00587473511438841
"785",0.0115122826262439
"786",-0.00181959143104482
"787",-0.00619113231503388
"788",0.0059887509604124
"789",-0.000674900477800833
"790",0.0071979053493445
"791",-0.0066916872935483
"792",0.013871427941714
"793",0.0148953329464412
"794",0.00796712893162166
"795",0.00233887840508551
"796",0.00301297751137142
"797",-0.00457162180665271
"798",0.00580012318966006
"799",0.00631262362298557
"800",-0.00276491945690438
"801",0.00356724302888445
"802",-0.0112590914365089
"803",0.00440258391347115
"804",-0.00430525873374954
"805",0.00478965316945512
"806",0.0192175253425724
"807",0.000918026623931922
"808",-0.0031374314664685
"809",0.00538146281318497
"810",0.00138814421129574
"811",-0.0010409274656471
"812",-0.000505082402304069
"813",-0.0091353804136709
"814",0.00130562871823159
"815",-3.18243297030563e-05
"816",0.00162175089205263
"817",0.0135700138386383
"818",-0.00241648346810486
"819",0.0027612192002433
"820",-0.00631809353359891
"821",0.00119752945106555
"822",0.00943536301012315
"823",0.00900711123992792
"824",0.00950878796902721
"825",0
"826",-0.00475847828675136
"827",0.000523004518990788
"828",-0.0107611044940548
"829",0.00192570565162598
"830",0.00581666811236836
"831",-0.0111992980555744
"832",-0.000468069844565377
"833",-0.00748762094068844
"834",-0.0128813516608002
"835",-0.00335030067211761
"836",-0.00236792533285168
"837",-0.0134169593141404
"838",0.0106258569423687
"839",-0.0154103214711938
"840",0.00455715120891043
"841",-0.0136683836147782
"842",-0.00743546989030364
"843",0.00212061046997647
"844",0.00231428013498025
"845",-0.00942276381301355
"846",0.00289599589914857
"847",0.00998817670045327
"848",-0.0153206339287326
"849",0.0112315927819591
"850",-0.0142436432519499
"851",0.00611500076007765
"852",-0.0152736223057612
"853",0.00946023518090655
"854",0.00478013980353253
"855",0.0111425460577053
"856",0.0133328756718871
"857",0.00890910565944836
"858",0.0132643236572765
"859",-0.0112666428795105
"860",0.00433603274544936
"861",-0.0112482049690463
"862",-0.00797257765811388
"863",0.000783801477096446
"864",-0.00997383596095958
"865",-0.00122073952374002
"866",-0.0093533020191412
"867",-0.000333288897898854
"868",0.00985164282623963
"869",0.0177320051496679
"870",0.00440044714482113
"871",-0.000355199642076087
"872",-0.00485626440012865
"873",0.00746887414011432
"874",-0.00219284189772573
"875",-0.010319071350251
"876",-0.00065257115341133
"877",0.0116170953112
"878",0.00125743596391281
"879",-0.00893296550955291
"880",0.00628729061019939
"881",0.0128719256800753
"882",0.00353396633255798
"883",-0.00605676062592231
"884",0.00111847898534023
"885",-0.00319897905562705
"886",-0.0136460333251947
"887",-0.0167702335183364
"888",0.003001272020839
"889",-0.00102140006573492
"890",0.00447325023121259
"891",0.00458400986062379
"892",0.00660971067348548
"893",-0.0136581113520435
"894",-0.00736353605370255
"895",0.00535467664042422
"896",-0.00575246230549631
"897",-0.00119430727794523
"898",0.000431442185144348
"899",-0.0121848914556395
"900",-0.0114514737984024
"901",0.00101871040084234
"902",0.011540536383837
"903",-0.002418543335442
"904",0.0134292981985817
"905",0.00687833399685722
"906",0.00778009669148716
"907",0.00401403818725932
"908",0.00691325516712737
"909",-0.00268821719432388
"910",0
"911",0
"912",0.0040134699135379
"913",-0.00980304536323651
"914",-3.26205737977148e-05
"915",0
"916",6.52400835310374e-05
"917",-0.00460988507019877
"918",-0.00634463575747723
"919",0.0107261619117143
"920",-0.00300614525169784
"921",0.00150420223908299
"922",-0.00360077641989065
"923",-0.0053266821110256
"924",0.00496589033316397
"925",0.00927353584634005
"926",-0.007405387227708
"927",0.000294652067152512
"928",-0.00864639232317366
"929",-0.0108557792796145
"930",-0.0140168006364423
"931",0.00499730915726104
"932",0.00443608739304757
"933",0.00838138306514757
"934",0.00494237675770393
"935",-0.00874035573671783
"936",-0.00143632592542886
"937",0.00855403042441516
"938",0.00575018107852543
"939",0.00820429910412912
"940",0.000751425293046282
"941",0.00348835667607617
"942",-6.50914535142988e-05
"943",0.00858791634755818
"944",0.00351109252773263
"945",-0.00930389525104758
"946",-0.00318575134528309
"947",0.00117145566746757
"948",-0.00777019906810317
"949",-0.00226404047294793
"950",-0.00844499312023927
"951",0.00158887818927944
"952",-0.00129077116665144
"953",0.00982080131574392
"954",-0.00381140596109297
"955",-0.00409039000131806
"956",-0.00530276654373907
"957",0.0105446807967322
"958",-0.000986939580720048
"959",-0.00432108600377923
"960",-0.00769872725711984
"961",-0.00832933949688641
"962",0.00505939997996752
"963",-0.00173942174647657
"964",0.0113849432115369
"965",-0.00308309680808527
"966",0.0128003859131134
"967",-0.00118079258012393
"968",0.0153395722455585
"969",-0.00155254421973439
"970",0.0112337223853753
"971",0.00345092367011368
"972",0.00149807986963246
"973",-0.00105160857988729
"974",0.00540559044661393
"975",-0.00114227706290038
"976",-0.00684923274576121
"977",0.00446528984848094
"978",0.0107304978333467
"979",-0.0121317273228314
"980",0.00165578767331453
"981",0.0142155540197297
"982",0.000658482691587636
"983",0.00334840950610449
"984",0.00311925141398817
"985",-0.00208882244582576
"986",-0.00415944056393514
"987",0.00590562123837657
"988",-0.000311594431211759
"989",0
"990",0
"991",-0.00446645441344629
"992",-0.00766744792730201
"993",0.00145000655843042
"994",0.00790641962599992
"995",0.00293328550831085
"996",0.00174340818107055
"997",0.00350872105478039
"998",-0.00266923402529962
"999",-0.000279750712858018
"1000",0.00114958612029525
"1001",0.00859542131467705
"1002",0.00442342676170071
"1003",0.00052092112287383
"1004",-0.0038674081352621
"1005",0
"1006",0.00291728929894042
"1007",0.008822733645518
"1008",0.00841409322420539
"1009",-0.00229323295333472
"1010",0.00012082766968291
"1011",-0.00299478405783837
"1012",-0.00103058418991075
"1013",-0.00352412565484173
"1014",-0.00757625668291695
"1015",0.00718053654320805
"1016",0.00222009427744041
"1017",0.0107266366688386
"1018",0.000270453010438487
"1019",-0.00515115684229706
"1020",0
"1021",-0.000362483012576575
"1022",0.00286606625224728
"1023",0.00636638786922994
"1024",0.00131626200648149
"1025",0.00940259248076458
"1026",0.00100642343397084
"1027",-0.00272560457886684
"1028",0.00296226296359414
"1029",-0.0128304208550905
"1030",0.00206515794032036
"1031",0.00101604766234331
"1032",-0.00245222767103392
"1033",0.00912050672647524
"1034",-0.00127662750211677
"1035",0.00450544675345199
"1036",-0.00121328712079638
"1037",0.000325660575743569
"1038",0.00751983018948721
"1039",-0.00719427563402597
"1040",-0.020991710610522
"1041",0.00120802140808074
"1042",-0.00924823523342511
"1043",0.00343637724690105
"1044",0.00623432095185805
"1045",0.00274166750529403
"1046",0.00764289113553929
"1047",0.01355279414771
"1048",-0.00194598481034802
"1049",0.0217780676213373
"1050",-0.00228393108720581
"1051",0.00260153348055603
"1052",-0.00387586173456178
"1053",-0.000985821646136031
"1054",-0.00523530949702788
"1055",0.00390000203280572
"1056",-0.00638179136194061
"1057",-0.00451216704606239
"1058",-0.0014399696861993
"1059",0.00372789747057745
"1060",0.00540565548502947
"1061",0.000378760292967684
"1062",0.00621444676243676
"1063",0.001157307075907
"1064",0.00306040197290436
"1065",-0.00161564906325573
"1066",-0.00387664664170018
"1067",0.0143891515426926
"1068",-0.00696727067571246
"1069",0.00195458527303671
"1070",0.00031582423208576
"1071",-0.00422882266490099
"1072",-0.000144152455886726
"1073",0.00184358398752593
"1074",-0.00207427114792402
"1075",-0.0075555078699292
"1076",0.000871358502951836
"1077",0.00599176841441107
"1078",0.00158599741998167
"1079",0.0112315661231044
"1080",0.00735224374981236
"1081",-0.00155677298314139
"1082",-0.00405898855626852
"1083",0.00116545160223325
"1084",0.00139107745749811
"1085",0
"1086",-0.00634651721107637
"1087",0.000399623217717249
"1088",-0.0075052631083139
"1089",0.00904517272906702
"1090",0.00378265834063463
"1091",0.00274978557697736
"1092",0.00713674204421189
"1093",-0.00340687052594824
"1094",0.00250700825662697
"1095",-0.00146400544181091
"1096",-0.00378253711308041
"1097",0.00982179649056114
"1098",-0.00151341078744593
"1099",-0.000224403928010375
"1100",-0.00881956716446552
"1101",0.00228985074683052
"1102",0.0056596752462923
"1103",-0.00101132126494718
"1104",-0.0121878585317727
"1105",-0.00222165348150938
"1106",0.00463707927330503
"1107",-0.0109300062188602
"1108",-0.00172314804268225
"1109",0.00835818925773779
"1110",0.00341472075018956
"1111",0.00113565397476201
"1112",0.00563078889654633
"1113",8.46441419710686e-05
"1114",-0.0050630155249145
"1115",-0.00460437375521217
"1116",-0.0144040135247945
"1117",0.00409552949021474
"1118",0.0141469328980879
"1119",0.0124652619433707
"1120",-0.00300338457134863
"1121",0.00137650137613221
"1122",0.00860917660883409
"1123",-0.00401584565575597
"1124",-0.00762977053302727
"1125",-0.00561918207575829
"1126",0.00107545151023203
"1127",0.000706903650199209
"1128",-0.00515771823800293
"1129",-0.00618455836593235
"1130",0.00345324905443967
"1131",0.00542684345315791
