replicate,stat
375,1
376,1
377,1
378,1
379,1
380,1
381,1
382,0.333333333
383,0.666666667
384,1
385,0.666666667
386,1
387,0.666666667
388,0.666666667
389,0.666666667
390,0.333333333
391,0.666666667
392,0.333333333
393,1
394,0.666666667
395,0.666666667
396,0.666666667
397,1
398,0.666666667
399,0.333333333
400,0.333333333
401,0.333333333
402,0
403,0.666666667
404,0.666666667
405,0.333333333
406,1
407,0.666666667
408,1
409,1
410,0.666666667
411,1
412,0
413,0.666666667
414,1
415,0.333333333
416,0.666666667
417,1
418,0.333333333
419,0.333333333
420,0.666666667
421,0.666666667
422,0.666666667
423,0.666666667
424,1
425,0.333333333
426,0.333333333
427,0.666666667
428,1
429,0.666666667
430,1
431,0.333333333
432,0.666666667
433,0.333333333
434,0.666666667
435,0.333333333
436,0.666666667
437,1
438,0.333333333
439,1
440,1
441,0.333333333
442,1
443,1
444,0.666666667
445,0.333333333
446,1
447,0.666666667
448,1
449,1
450,0.666666667
451,0.333333333
452,0.666666667
453,0.666666667
454,0.666666667
455,0.666666667
456,1
457,1
458,0.666666667
459,1
460,0.333333333
461,1
462,1
463,0.333333333
464,0.666666667
465,0.333333333
466,1
467,1
468,1
469,0.666666667
470,0.666666667
471,1
472,0.666666667
473,1
474,0.666666667
475,1
476,1
477,0.333333333
478,1
479,1
480,0.666666667
481,0.333333333
482,1
483,1
484,0.666666667
485,0.666666667
486,0.333333333
487,0.666666667
488,0.666666667
489,1
490,0.333333333
491,0.333333333
492,0.666666667
493,0.333333333
494,0.666666667
495,1
496,1
497,0.666666667
498,1
499,0.666666667
500,0.666666667
501,0.666666667
502,1
503,0.666666667
504,0.666666667
505,0.666666667
506,1
507,1
508,1
509,1
510,1
511,1
512,0.666666667
513,1
514,0.333333333
515,0.666666667
516,1
517,0.666666667
518,1
519,0.333333333
520,0.666666667
521,0.666666667
522,1
523,0.333333333
524,0
525,1
526,0.666666667
527,1
528,0.333333333
529,0.666666667
530,0.666666667
531,0.333333333
532,0.666666667
533,0.666666667
534,1
535,0.666666667
536,0.666666667
537,0.666666667
538,0.666666667
539,0.666666667
540,1
541,0.666666667
542,0.666666667
543,0.666666667
544,1
545,0.666666667
546,0.333333333
547,0.666666667
548,0.666666667
549,0.666666667
550,0.666666667
551,0.333333333
552,0.666666667
553,0.666666667
554,1
555,1
556,1
557,0.666666667
558,0.666666667
559,1
560,1
561,0.666666667
562,1
563,0.666666667
564,1
565,1
566,0.666666667
567,0.333333333
568,0.666666667
569,0.666666667
570,0.333333333
571,1
572,1
573,0.666666667
574,0.666666667
575,0.666666667
576,0.666666667
577,1
578,0.666666667
579,1
580,1
581,1
582,1
583,0.666666667
584,0.666666667
585,0.666666667
586,0.333333333
587,0.333333333
588,0.333333333
589,0.666666667
590,0.666666667
591,1
592,0.666666667
593,0.666666667
594,1
595,0.666666667
596,1
597,1
598,1
599,1
600,0.666666667
601,0.666666667
602,1
603,0.666666667
604,0.333333333
605,1
606,1
607,0
608,0.333333333
609,0.333333333
610,1
611,1
612,0.666666667
613,0.666666667
614,1
615,0.666666667
616,1
617,0.666666667
618,0.666666667
619,0.666666667
620,0.666666667
621,0.333333333
622,0.333333333
623,0.666666667
624,1
625,1
626,1
627,1
628,0.666666667
629,1
630,0.666666667
631,0.666666667
632,0.666666667
633,1
634,0.666666667
635,1
636,1
637,1
638,0.666666667
639,0.666666667
640,0.666666667
641,0.333333333
642,1
643,0.333333333
644,0.666666667
645,0.666666667
646,0.333333333
647,1
648,1
649,0.666666667
650,0.666666667
651,0.666666667
652,0.666666667
653,0.666666667
654,0.666666667
655,1
656,0.666666667
657,0.666666667
658,1
659,0.333333333
660,0.666666667
661,0.666666667
662,1
663,1
664,0.666666667
665,0.666666667
666,0.666666667
667,1
668,0.666666667
669,0.666666667
670,0.666666667
671,1
672,1
673,0.666666667
674,1
675,0.333333333
676,0.666666667
677,1
678,0
679,0.333333333
680,0.333333333
681,1
682,1
683,0.666666667
684,1
685,0
686,0.666666667
687,1
688,0.666666667
689,0.666666667
690,1
691,0.666666667
692,0.333333333
693,0.666666667
694,0.666666667
695,1
696,1
697,1
698,0.666666667
699,1
700,1
701,1
702,0.666666667
703,1
704,0.666666667
705,0.666666667
706,0.666666667
707,0.333333333
708,1
709,0.333333333
710,1
711,0
712,0.666666667
713,1
714,1
715,0.333333333
716,1
717,1
718,0.666666667
719,0.333333333
720,0.666666667
721,0.333333333
722,0.666666667
723,1
724,1
725,1
726,0.333333333
727,0.666666667
728,0.333333333
729,0
730,0.666666667
731,0.666666667
732,1
733,1
734,0.666666667
735,0.666666667
736,0.333333333
737,0.666666667
738,1
739,0.666666667
740,0.666666667
741,0.666666667
742,1
743,0.666666667
744,1
745,1
746,1
747,1
748,0.666666667
749,0.666666667
750,0.666666667
751,1
752,0.666666667
753,0.666666667
754,0.333333333
755,1
756,1
757,0.666666667
758,0.666666667
759,1
760,0.666666667
761,0.666666667
762,0
763,0.666666667
764,1
765,0.666666667
766,0.666666667
767,0.333333333
768,0.333333333
769,1
770,0.666666667
771,0.666666667
772,1
773,1
774,0.666666667
775,0.666666667
776,1
777,0.333333333
778,1
779,0.666666667
780,0.333333333
781,0.333333333
782,1
783,1
784,1
785,0.333333333
786,0.666666667
787,0.666666667
788,1
789,1
790,0.666666667
791,0.666666667
792,0.333333333
793,0.666666667
794,1
795,0
796,0.666666667
797,0.333333333
798,1
799,0.333333333
800,0
801,1
802,1
803,1
804,0.666666667
805,1
806,0.666666667
807,0.333333333
808,0.333333333
809,1
810,0.333333333
811,0.333333333
812,1
813,0.333333333
814,0.333333333
815,0.666666667
816,0.666666667
817,0.333333333
818,0.333333333
819,0.666666667
820,0.666666667
821,0.666666667
822,0.666666667
823,1
824,1
825,0.666666667
826,0.666666667
827,0.666666667
828,1
829,0.333333333
830,0.333333333
831,1
832,1
833,0.666666667
834,1
835,0.333333333
836,1
837,0.333333333
838,0.666666667
839,0.333333333
840,0
841,0.333333333
842,0.666666667
843,0.333333333
844,0.666666667
845,0.666666667
846,0.666666667
847,0.666666667
848,1
849,1
850,0.666666667
851,0.666666667
852,0.666666667
853,0.666666667
854,1
855,0.666666667
856,0.666666667
857,0.666666667
858,0.333333333
859,1
860,0.666666667
861,0
862,1
863,0.333333333
864,1
865,0.666666667
866,0.666666667
867,0.666666667
868,0.666666667
869,0.666666667
870,1
871,0.333333333
872,0.666666667
873,1
874,0.666666667
875,1
876,0.666666667
877,1
878,1
879,0.666666667
880,0.666666667
881,1
882,1
883,0.333333333
884,0.333333333
885,1
886,0.666666667
887,1
888,0.333333333
889,0.333333333
890,1
891,0.666666667
892,0.666666667
893,0.333333333
894,0.333333333
895,0.666666667
896,0.666666667
897,1
898,0.666666667
899,1
900,0.666666667
901,0.666666667
902,1
903,0.666666667
904,0.333333333
905,0.666666667
906,0.666666667
907,1
908,1
909,1
910,0.666666667
911,1
912,1
913,0.666666667
914,1
915,0.666666667
916,0.333333333
917,0.666666667
918,0.333333333
919,0.666666667
920,0.666666667
921,0.666666667
922,1
923,0.333333333
924,0.666666667
925,0.666666667
926,0.333333333
927,0.666666667
928,1
929,0
930,0
931,1
932,0.666666667
933,0.666666667
934,0.666666667
935,0.333333333
936,1
937,0.666666667
938,0.333333333
939,1
940,0.666666667
941,0.666666667
942,0.666666667
943,0.333333333
944,1
945,0
946,1
947,1
948,0.333333333
949,0.333333333
950,1
951,0.666666667
952,1
953,1
954,0.666666667
955,0.333333333
956,1
957,1
958,1
959,1
960,0.666666667
961,0.666666667
962,1
963,0.333333333
964,1
965,0.666666667
966,0.666666667
967,0.666666667
968,1
969,0.666666667
970,1
971,0.666666667
972,0.333333333
973,0.666666667
974,1
975,0.666666667
976,1
977,1
978,1
979,1
980,1
981,0.333333333
982,1
983,0.333333333
984,0.666666667
985,0.333333333
986,0.333333333
987,1
988,1
989,0.666666667
990,0.666666667
991,0.666666667
992,0.666666667
993,0.666666667
994,1
995,1
996,1
997,0.333333333
998,0
999,0.666666667
1000,0.666666667
