,replicate,stat
121,121,0.016666667
122,122,-0.041666667
123,123,-0.016666667
124,124,0.025
125,125,0.033333333
126,126,-0.033333333
127,127,0.05
128,128,0.025
129,129,0.016666667
130,130,-0.025
131,131,-0.016666667
132,132,-0.05
133,133,0.025
134,134,-0.033333333
135,135,-0.025
136,136,0.083333333
137,137,-0.033333333
138,138,0.058333333
139,139,0.091666667
140,140,-0.083333333
141,141,-0.008333333
142,142,0.008333333
143,143,0.008333333
144,144,0.016666667
145,145,0
146,146,0.05
147,147,0.025
148,148,0.075
149,149,-0.058333333
150,150,0.041666667
151,151,0.025
152,152,-0.008333333
153,153,0.033333333
154,154,-0.025
155,155,-0.041666667
156,156,-0.016666667
157,157,0.008333333
158,158,0.008333333
159,159,0.016666667
160,160,-0.05
161,161,-0.075
162,162,-0.058333333
163,163,0.041666667
164,164,0
165,165,0.083333333
166,166,-0.016666667
167,167,0.016666667
168,168,-0.008333333
169,169,-0.008333333
170,170,0.025
171,171,-0.108333333
172,172,-0.041666667
173,173,-0.033333333
174,174,-0.008333333
175,175,-0.016666667
176,176,-0.058333333
177,177,-0.041666667
178,178,0.016666667
179,179,0.083333333
180,180,-0.058333333
181,181,0.041666667
182,182,-0.025
183,183,-0.025
184,184,-0.016666667
185,185,-0.008333333
186,186,0.016666667
187,187,0.016666667
188,188,-0.041666667
189,189,0.091666667
190,190,0.05
191,191,-0.016666667
192,192,-0.016666667
193,193,-0.016666667
194,194,0.016666667
195,195,0.033333333
196,196,0.05
197,197,0.033333333
198,198,-0.083333333
199,199,0
200,200,0.033333333
201,201,0.05
202,202,-0.058333333
203,203,0.033333333
204,204,0.008333333
205,205,-0.016666667
206,206,0.016666667
207,207,0.016666667
208,208,-0.008333333
209,209,0.008333333
210,210,-0.05
211,211,0.025
212,212,-0.058333333
213,213,-0.008333333
214,214,0.033333333
215,215,-0.033333333
216,216,0
217,217,0
218,218,0.1
219,219,0.008333333
220,220,0.075
221,221,-0.016666667
222,222,-0.016666667
223,223,-0.058333333
224,224,-0.025
225,225,-0.008333333
226,226,0.066666667
227,227,-0.016666667
228,228,-0.016666667
229,229,0.05
230,230,-0.05
231,231,0.066666667
232,232,-0.008333333
233,233,-0.041666667
234,234,-0.016666667
235,235,-0.033333333
236,236,-0.008333333
237,237,0.008333333
238,238,0
239,239,-0.025
240,240,0.058333333
241,241,0.041666667
242,242,-0.1
243,243,0.05
244,244,0
245,245,-0.058333333
246,246,0.066666667
247,247,0.008333333
248,248,-0.058333333
249,249,-0.033333333
250,250,-0.05
251,251,-0.008333333
252,252,0.025
253,253,0.025
254,254,-0.075
255,255,0.008333333
256,256,-0.008333333
257,257,-0.008333333
258,258,-0.008333333
259,259,0.016666667
260,260,0.041666667
261,261,0.025
262,262,0.058333333
263,263,0.008333333
264,264,0
265,265,0.083333333
266,266,-0.05
267,267,0.041666667
268,268,0.125
269,269,-0.008333333
270,270,-0.058333333
271,271,0.008333333
272,272,0
273,273,0.05
274,274,-0.008333333
275,275,0
276,276,-0.033333333
277,277,-0.083333333
278,278,-0.008333333
279,279,-0.008333333
280,280,0.058333333
281,281,0
282,282,0
283,283,-0.016666667
284,284,0.033333333
285,285,-0.083333333
286,286,-0.033333333
287,287,-0.058333333
288,288,0.033333333
289,289,-0.033333333
290,290,0.025
291,291,0.083333333
292,292,0
293,293,0.016666667
294,294,-0.008333333
295,295,0.05
296,296,-0.041666667
297,297,0.033333333
298,298,-0.008333333
299,299,-0.008333333
300,300,-0.025
301,301,-0.033333333
302,302,-0.016666667
303,303,-0.058333333
304,304,0.033333333
305,305,-0.05
306,306,0.016666667
307,307,0.016666667
308,308,-0.05
309,309,-0.025
310,310,-0.016666667
311,311,-0.05
312,312,-0.025
313,313,0
314,314,-0.05
315,315,0.016666667
316,316,-0.008333333
317,317,0.041666667
318,318,0
319,319,0.1
320,320,-0.016666667
321,321,0
322,322,-0.008333333
323,323,-0.041666667
324,324,0.025
325,325,-0.016666667
326,326,-0.05
327,327,-0.033333333
328,328,0.033333333
329,329,0.033333333
330,330,-0.041666667
331,331,0
332,332,-0.016666667
333,333,-0.083333333
334,334,0.066666667
335,335,-0.033333333
336,336,-0.033333333
337,337,-0.008333333
338,338,0.033333333
339,339,-0.025
340,340,-0.016666667
341,341,0.041666667
342,342,-0.025
343,343,-0.091666667
344,344,0.016666667
345,345,-0.041666667
346,346,-0.016666667
347,347,0.016666667
348,348,-0.05
349,349,0.041666667
350,350,-0.033333333
351,351,0.025
352,352,0.083333333
353,353,0.008333333
354,354,-0.041666667
355,355,0.05
356,356,0
357,357,-0.016666667
358,358,-0.066666667
359,359,0
360,360,-0.075
361,361,0.008333333
362,362,0.033333333
363,363,0.041666667
364,364,-0.033333333
365,365,-0.025
366,366,0.008333333
367,367,0.016666667
368,368,0
369,369,0.041666667
370,370,-0.033333333
371,371,0.025
372,372,0
373,373,-0.083333333
374,374,0.008333333
375,375,0.041666667
376,376,0.041666667
377,377,-0.058333333
378,378,-0.016666667
379,379,0.066666667
380,380,0.058333333
381,381,0.016666667
382,382,0.025
383,383,0
384,384,-0.05
385,385,-0.033333333
386,386,-0.008333333
387,387,-0.008333333
388,388,-0.025
389,389,-0.033333333
390,390,0.05
391,391,0.041666667
392,392,0.025
393,393,-0.016666667
394,394,-0.008333333
395,395,0.025
396,396,0.075
397,397,0.041666667
398,398,0.033333333
399,399,0.041666667
400,400,-0.033333333
401,401,-0.008333333
402,402,-0.041666667
403,403,-0.008333333
404,404,-0.008333333
405,405,0.083333333
406,406,-0.016666667
407,407,-0.025
408,408,0.058333333
409,409,-0.033333333
410,410,-0.05
411,411,0.008333333
412,412,0.033333333
413,413,0
414,414,0.041666667
415,415,0.041666667
416,416,0.108333333
417,417,-0.05
418,418,0.05
419,419,0.033333333
420,420,-0.008333333
421,421,-0.025
422,422,0.075
423,423,0.041666667
424,424,-0.033333333
425,425,-0.016666667
426,426,0.033333333
427,427,0.025
428,428,-0.016666667
429,429,0
430,430,-0.025
431,431,0.05
432,432,-0.033333333
433,433,0.033333333
434,434,0.066666667
435,435,0
436,436,0.025
437,437,0.016666667
438,438,-0.116666667
439,439,0.1
440,440,-0.016666667
441,441,0.05
442,442,0
443,443,0.016666667
444,444,0.033333333
445,445,-0.033333333
446,446,0
447,447,0.058333333
448,448,-0.025
449,449,0.091666667
450,450,0
451,451,-0.083333333
452,452,0.066666667
453,453,0.058333333
454,454,-0.066666667
455,455,0.008333333
456,456,0.008333333
457,457,-0.066666667
458,458,-0.041666667
459,459,-0.016666667
460,460,0.008333333
461,461,0.016666667
462,462,0.108333333
463,463,0
464,464,0
465,465,-0.008333333
466,466,0.016666667
467,467,0.1
468,468,0.025
469,469,0.016666667
470,470,0.025
471,471,0.008333333
472,472,0.033333333
473,473,-0.025
474,474,0.025
475,475,-0.075
476,476,-0.091666667
477,477,0.033333333
478,478,0
479,479,0.008333333
480,480,0.016666667
481,481,-0.016666667
482,482,0.016666667
483,483,0.016666667
484,484,-0.033333333
485,485,0.033333333
486,486,0.025
487,487,-0.016666667
488,488,-0.05
489,489,0.008333333
490,490,0.05
491,491,0
492,492,-0.033333333
493,493,0.033333333
494,494,0.008333333
495,495,-0.016666667
496,496,-0.008333333
497,497,-0.008333333
498,498,-0.033333333
499,499,-0.083333333
500,500,-0.033333333
501,501,-0.025
502,502,-0.025
503,503,0.041666667
504,504,0.008333333
505,505,-0.008333333
506,506,0.075
507,507,0.041666667
508,508,0.108333333
509,509,0.05
510,510,0.016666667
511,511,0.066666667
512,512,0.008333333
513,513,0.025
514,514,0.008333333
515,515,0.025
516,516,-0.025
517,517,0.016666667
518,518,-0.041666667
519,519,-0.041666667
520,520,-0.066666667
521,521,0
522,522,0.016666667
523,523,-0.025
524,524,0.025
525,525,-0.016666667
526,526,0.025
527,527,0.05
528,528,0.016666667
529,529,-0.066666667
530,530,-0.016666667
531,531,0.091666667
532,532,0.041666667
533,533,-0.016666667
534,534,-0.033333333
535,535,-0.008333333
536,536,-0.008333333
537,537,0.008333333
538,538,0.058333333
539,539,-0.033333333
540,540,0.058333333
541,541,0.033333333
542,542,-0.008333333
543,543,0
544,544,-0.008333333
545,545,-0.033333333
546,546,-0.075
547,547,0
548,548,0.058333333
549,549,0
550,550,0.066666667
551,551,0.033333333
552,552,0
553,553,0.05
554,554,-0.016666667
555,555,0.033333333
556,556,0
557,557,-0.058333333
558,558,0.025
559,559,0.033333333
560,560,0
561,561,0
562,562,0.008333333
563,563,0.058333333
564,564,0.008333333
565,565,-0.066666667
566,566,-0.016666667
567,567,-0.016666667
568,568,0.033333333
569,569,0.05
570,570,-0.008333333
571,571,0
572,572,-0.008333333
573,573,-0.05
574,574,0.041666667
575,575,0
576,576,0.025
577,577,0.025
578,578,0.066666667
579,579,-0.033333333
580,580,-0.041666667
581,581,-0.025
582,582,0.091666667
583,583,-0.025
584,584,-0.041666667
585,585,0.075
586,586,0.008333333
587,587,0.05
588,588,0.066666667
589,589,0
590,590,-0.025
591,591,0.041666667
592,592,-0.066666667
593,593,-0.008333333
594,594,0.091666667
595,595,0.108333333
596,596,-0.083333333
597,597,0.016666667
598,598,-0.041666667
599,599,-0.041666667
600,600,-0.05
601,601,0.05
602,602,-0.041666667
603,603,0.05
604,604,0.05
605,605,0
606,606,-0.016666667
607,607,-0.05
608,608,0.041666667
609,609,-0.05
610,610,0.016666667
611,611,0.05
612,612,0.033333333
613,613,-0.008333333
614,614,-0.033333333
615,615,-0.033333333
616,616,0.05
617,617,-0.033333333
618,618,0.041666667
619,619,0.008333333
620,620,0.008333333
621,621,0.016666667
622,622,0.008333333
623,623,-0.025
624,624,-0.041666667
625,625,0
626,626,0.058333333
627,627,-0.041666667
628,628,0
629,629,-0.016666667
630,630,-0.041666667
631,631,0.016666667
632,632,0.05
633,633,0.016666667
634,634,-0.066666667
635,635,-0.008333333
636,636,-0.033333333
637,637,-0.058333333
638,638,-0.058333333
639,639,0.041666667
640,640,-0.041666667
641,641,-0.008333333
642,642,0.041666667
643,643,0
644,644,-0.016666667
645,645,0.05
646,646,-0.016666667
647,647,-0.016666667
648,648,-0.05
649,649,-0.05
650,650,-0.008333333
651,651,0.091666667
652,652,0
653,653,-0.033333333
654,654,0.033333333
655,655,0.033333333
656,656,-0.016666667
657,657,-0.058333333
658,658,-0.058333333
659,659,0
660,660,0.016666667
661,661,0.025
662,662,0.025
663,663,-0.058333333
664,664,0.041666667
665,665,-0.075
666,666,-0.025
667,667,0.025
668,668,0
669,669,0.058333333
670,670,-0.058333333
671,671,0.008333333
672,672,0.091666667
673,673,0.058333333
674,674,0.041666667
675,675,0.041666667
676,676,-0.025
677,677,0.008333333
678,678,-0.033333333
679,679,0.008333333
680,680,-0.033333333
681,681,0.016666667
682,682,-0.066666667
683,683,-0.041666667
684,684,0.008333333
685,685,-0.008333333
686,686,-0.05
687,687,-0.016666667
688,688,-0.05
689,689,-0.008333333
690,690,0.033333333
691,691,-0.058333333
692,692,-0.033333333
693,693,0
694,694,-0.066666667
695,695,0.058333333
696,696,0.05
697,697,-0.041666667
698,698,-0.025
699,699,-0.058333333
700,700,0.066666667
701,701,0.041666667
702,702,0.083333333
703,703,0.033333333
704,704,0.025
705,705,-0.033333333
706,706,0.075
707,707,0.016666667
708,708,-0.025
709,709,0.05
710,710,-0.016666667
711,711,-0.058333333
712,712,-0.025
713,713,0
714,714,-0.041666667
715,715,-0.025
716,716,-0.008333333
717,717,0.008333333
718,718,0.016666667
719,719,0.025
720,720,-0.008333333
721,721,-0.016666667
722,722,0.008333333
723,723,-0.041666667
724,724,-0.008333333
725,725,0.016666667
726,726,0.033333333
727,727,0.05
728,728,-0.1
729,729,0.025
730,730,-0.025
731,731,-0.025
732,732,0.058333333
733,733,0.091666667
734,734,0.041666667
735,735,-0.05
736,736,0.033333333
737,737,0.041666667
738,738,0.041666667
739,739,0.058333333
740,740,-0.016666667
741,741,0.066666667
742,742,-0.025
743,743,0.05
744,744,0.041666667
745,745,0.008333333
746,746,-0.008333333
747,747,0.025
748,748,-0.05
749,749,0
750,750,0.025
751,751,0.033333333
752,752,-0.041666667
753,753,0
754,754,-0.008333333
755,755,-0.05
756,756,0.008333333
757,757,-0.066666667
758,758,-0.041666667
759,759,-0.033333333
760,760,-0.033333333
761,761,-0.091666667
762,762,0.016666667
763,763,-0.025
764,764,0.008333333
765,765,-0.025
766,766,0.033333333
767,767,0.008333333
768,768,0.091666667
769,769,-0.125
770,770,-0.016666667
771,771,-0.058333333
772,772,0.016666667
773,773,0.033333333
774,774,0.058333333
775,775,0
776,776,0.008333333
777,777,0.058333333
778,778,0.091666667
779,779,0.008333333
780,780,0.008333333
781,781,0.016666667
782,782,-0.008333333
783,783,0.016666667
784,784,-0.025
785,785,0.016666667
786,786,0
787,787,-0.033333333
788,788,-0.008333333
789,789,0.008333333
790,790,0.008333333
791,791,0.008333333
792,792,-0.066666667
793,793,0.016666667
794,794,-0.025
795,795,-0.066666667
796,796,0.016666667
797,797,0.016666667
798,798,0.025
799,799,0.008333333
800,800,0.008333333
801,801,0
802,802,-0.058333333
803,803,-0.041666667
804,804,0.016666667
805,805,0
806,806,0.083333333
807,807,0.066666667
808,808,-0.033333333
809,809,0
810,810,0.008333333
811,811,-0.008333333
812,812,-0.016666667
813,813,0
814,814,-0.033333333
815,815,-0.008333333
816,816,-0.05
817,817,-0.016666667
818,818,0.008333333
819,819,-0.041666667
820,820,0.008333333
821,821,0.016666667
822,822,-0.025
823,823,-0.016666667
824,824,0.016666667
825,825,-0.016666667
826,826,-0.05
827,827,-0.033333333
828,828,0
829,829,-0.016666667
830,830,-0.041666667
831,831,0.033333333
832,832,-0.025
833,833,-0.008333333
834,834,0.025
835,835,-0.016666667
836,836,-0.016666667
837,837,0.033333333
838,838,0.008333333
839,839,-0.016666667
840,840,-0.058333333
841,841,-0.041666667
842,842,-0.058333333
843,843,0.05
844,844,-0.008333333
845,845,-0.05
846,846,-0.016666667
847,847,0
848,848,-0.016666667
849,849,0.016666667
850,850,0.066666667
851,851,0.05
852,852,0.008333333
853,853,0.025
854,854,-0.008333333
855,855,0.116666667
856,856,-0.016666667
857,857,0.058333333
858,858,0.016666667
859,859,-0.083333333
860,860,-0.008333333
861,861,0.125
862,862,0
863,863,0.016666667
864,864,0.025
865,865,-0.066666667
866,866,-0.091666667
867,867,0.025
868,868,0.016666667
869,869,-0.016666667
870,870,-0.016666667
871,871,0.016666667
872,872,0
873,873,0
874,874,0.016666667
875,875,0.025
876,876,-0.025
877,877,-0.016666667
878,878,-0.025
879,879,0.05
880,880,0.066666667
881,881,-0.058333333
882,882,0
883,883,0
884,884,0.008333333
885,885,0.1
886,886,0.041666667
887,887,-0.05
888,888,-0.016666667
889,889,0.016666667
890,890,-0.058333333
891,891,0.008333333
892,892,-0.05
893,893,0.025
894,894,-0.033333333
895,895,-0.075
896,896,0
897,897,0.025
898,898,0.033333333
899,899,-0.05
900,900,0.008333333
901,901,-0.041666667
902,902,-0.041666667
903,903,-0.016666667
904,904,0.008333333
905,905,0
906,906,0.058333333
907,907,0.008333333
908,908,0.008333333
909,909,0.016666667
910,910,-0.058333333
911,911,-0.025
912,912,-0.066666667
913,913,-0.058333333
914,914,-0.058333333
915,915,-0.041666667
916,916,0.066666667
917,917,0.025
918,918,0.025
919,919,0.025
920,920,0.033333333
921,921,0
922,922,0.066666667
923,923,-0.025
924,924,0.025
925,925,-0.05
926,926,-0.025
927,927,-0.008333333
928,928,-0.058333333
929,929,0.033333333
930,930,0.058333333
931,931,0.058333333
932,932,0.075
933,933,-0.041666667
934,934,0.008333333
935,935,-0.05
936,936,0
937,937,-0.091666667
938,938,-0.016666667
939,939,0
940,940,-0.075
941,941,-0.008333333
942,942,0.025
943,943,-0.016666667
944,944,0.075
945,945,0
946,946,0.008333333
947,947,0.025
948,948,0.05
949,949,0.033333333
950,950,-0.033333333
951,951,0.008333333
952,952,0
953,953,0
954,954,0
955,955,0.033333333
956,956,0.041666667
957,957,0.033333333
958,958,0.025
959,959,-0.008333333
960,960,-0.008333333
961,961,-0.008333333
962,962,0.016666667
963,963,-0.008333333
964,964,0.05
965,965,0.025
966,966,0.016666667
967,967,-0.025
968,968,0.058333333
969,969,0.016666667
970,970,0.075
971,971,-0.058333333
972,972,-0.008333333
973,973,0
974,974,-0.025
975,975,0
976,976,-0.041666667
977,977,-0.041666667
978,978,-0.025
979,979,-0.041666667
980,980,-0.016666667
981,981,-0.016666667
982,982,0.025
983,983,0.025
984,984,-0.033333333
985,985,-0.008333333
986,986,0.041666667
987,987,-0.075
988,988,-0.016666667
989,989,0.041666667
990,990,-0.008333333
991,991,0.016666667
992,992,-0.008333333
993,993,-0.033333333
994,994,-0.016666667
995,995,-0.058333333
996,996,-0.066666667
997,997,0
998,998,0.016666667
999,999,0.033333333
1000,1000,0.033333333
