replicate,stat
250,0.933333333
251,0.9
252,0.933333333
253,0.8
254,0.8
255,0.7
256,0.9
257,0.866666667
258,0.8
259,0.8
260,0.766666667
261,0.966666667
262,0.833333333
263,0.766666667
264,0.933333333
265,0.733333333
266,0.966666667
267,0.8
268,0.833333333
269,0.833333333
270,0.933333333
271,0.7
272,0.833333333
273,0.8
274,0.833333333
275,0.766666667
276,0.9
277,0.866666667
278,0.833333333
279,0.866666667
280,0.866666667
281,0.866666667
282,0.766666667
283,0.733333333
284,0.833333333
285,0.9
286,0.833333333
287,0.9
288,0.766666667
289,0.966666667
290,0.833333333
291,0.866666667
292,0.933333333
293,0.866666667
294,0.933333333
295,0.866666667
296,0.866666667
297,0.833333333
298,0.966666667
299,0.8
300,0.8
301,0.766666667
302,0.833333333
303,0.866666667
304,0.866666667
305,0.9
306,0.733333333
307,0.866666667
308,0.8
309,0.766666667
310,0.866666667
311,0.833333333
312,0.833333333
313,0.766666667
314,0.933333333
315,0.933333333
316,0.8
317,0.9
318,0.9
319,0.9
320,0.766666667
321,0.933333333
322,0.833333333
323,0.8
324,0.833333333
325,0.733333333
326,0.9
327,0.9
328,0.833333333
329,0.833333333
330,0.566666667
331,0.833333333
332,0.866666667
333,0.833333333
334,0.8
335,0.866666667
336,0.8
337,0.833333333
338,0.766666667
339,0.866666667
340,0.766666667
341,0.866666667
342,0.966666667
343,0.833333333
344,0.9
345,0.866666667
346,0.933333333
347,0.733333333
348,0.8
349,0.833333333
350,0.9
351,0.8
352,0.8
353,0.866666667
354,0.9
355,0.766666667
356,0.933333333
357,0.633333333
358,0.866666667
359,0.733333333
360,0.766666667
361,0.766666667
362,0.7
363,0.933333333
364,0.9
365,0.933333333
366,0.833333333
367,0.833333333
368,0.866666667
369,0.866666667
370,0.833333333
371,0.8
372,0.9
373,0.8
374,0.766666667
375,0.9
376,0.833333333
377,0.933333333
378,0.8
379,0.8
380,0.933333333
381,0.833333333
382,0.866666667
383,0.8
384,0.833333333
385,0.866666667
386,0.866666667
387,0.8
388,0.766666667
389,0.8
390,0.866666667
391,0.866666667
392,0.9
393,0.866666667
394,0.833333333
395,0.866666667
396,0.9
397,0.866666667
398,0.833333333
399,0.8
400,0.7
401,0.8
402,0.833333333
403,0.733333333
404,0.9
405,0.8
406,0.833333333
407,0.866666667
408,0.766666667
409,0.766666667
410,0.8
411,0.9
412,0.866666667
413,0.8
414,0.866666667
415,0.8
416,0.666666667
417,0.733333333
418,0.766666667
419,0.766666667
420,0.766666667
421,0.766666667
422,0.933333333
423,0.866666667
424,0.833333333
425,0.8
426,0.9
427,0.733333333
428,0.8
429,0.733333333
430,0.733333333
431,0.833333333
432,0.866666667
433,0.9
434,0.766666667
435,0.666666667
436,0.966666667
437,0.833333333
438,0.833333333
439,0.733333333
440,0.866666667
441,0.733333333
442,0.933333333
443,0.9
444,0.866666667
445,0.9
446,0.866666667
447,0.9
448,0.9
449,0.733333333
450,0.766666667
451,0.766666667
452,0.766666667
453,0.933333333
454,0.866666667
455,0.7
456,0.866666667
457,0.933333333
458,0.833333333
459,0.766666667
460,0.866666667
461,0.933333333
462,0.833333333
463,0.8
464,0.9
465,0.833333333
466,0.866666667
467,0.833333333
468,0.8
469,0.9
470,0.766666667
471,0.866666667
472,0.833333333
473,0.833333333
474,0.833333333
475,0.833333333
476,0.766666667
477,0.933333333
478,0.8
479,0.866666667
480,0.933333333
481,0.766666667
482,0.866666667
483,1
484,0.7
485,0.9
486,0.9
487,0.8
488,0.766666667
489,0.766666667
490,0.866666667
491,0.8
492,0.8
493,0.8
494,0.933333333
495,0.966666667
496,0.866666667
497,0.866666667
498,0.733333333
499,0.8
500,0.933333333
501,0.866666667
502,0.866666667
503,0.866666667
504,0.9
505,0.866666667
506,0.8
507,0.766666667
508,0.866666667
509,0.8
510,0.9
511,0.833333333
512,0.766666667
513,0.8
514,0.933333333
515,0.766666667
516,0.833333333
517,0.666666667
518,0.8
519,0.566666667
520,0.8
521,0.866666667
522,0.833333333
523,0.9
524,0.866666667
525,0.9
526,0.833333333
527,0.8
528,0.833333333
529,0.833333333
530,0.833333333
531,0.9
532,0.766666667
533,0.8
534,0.8
535,0.833333333
536,0.833333333
537,0.766666667
538,0.833333333
539,0.866666667
540,0.866666667
541,0.766666667
542,0.766666667
543,0.766666667
544,0.8
545,0.9
546,0.866666667
547,0.833333333
548,0.9
549,0.866666667
550,0.866666667
551,0.8
552,0.833333333
553,0.833333333
554,0.833333333
555,0.733333333
556,0.8
557,0.8
558,0.8
559,0.966666667
560,0.833333333
561,0.766666667
562,0.833333333
563,0.666666667
564,0.8
565,0.833333333
566,0.9
567,0.9
568,0.933333333
569,0.866666667
570,0.866666667
571,0.9
572,0.866666667
573,0.9
574,0.866666667
575,0.733333333
576,0.833333333
577,0.866666667
578,0.933333333
579,0.733333333
580,0.8
581,0.833333333
582,0.9
583,0.9
584,0.866666667
585,0.933333333
586,0.9
587,0.933333333
588,0.766666667
589,0.9
590,0.8
591,0.866666667
592,0.866666667
593,0.7
594,0.766666667
595,0.833333333
596,0.9
597,0.8
598,0.833333333
599,0.833333333
600,0.866666667
601,0.8
602,0.9
603,0.733333333
604,0.8
605,0.866666667
606,0.633333333
607,0.8
608,0.833333333
609,0.9
610,0.733333333
611,0.866666667
612,0.833333333
613,0.733333333
614,0.933333333
615,0.833333333
616,0.966666667
617,0.7
618,0.866666667
619,0.8
620,0.833333333
621,0.833333333
622,0.933333333
623,0.766666667
624,0.866666667
625,0.8
626,0.8
627,0.8
628,0.866666667
629,0.9
630,0.8
631,0.733333333
632,0.7
633,0.733333333
634,0.933333333
635,0.766666667
636,0.8
637,0.866666667
638,0.733333333
639,0.766666667
640,0.9
641,0.933333333
642,0.9
643,0.9
644,1
645,0.866666667
646,0.733333333
647,0.8
648,0.766666667
649,0.766666667
650,0.833333333
651,0.966666667
652,0.866666667
653,0.9
654,0.9
655,0.833333333
656,0.766666667
657,0.8
658,0.966666667
659,0.833333333
660,0.9
661,0.9
662,0.866666667
663,0.733333333
664,0.833333333
665,0.8
666,0.766666667
667,0.9
668,0.766666667
669,0.8
670,0.9
671,0.833333333
672,0.866666667
673,0.733333333
674,0.7
675,0.866666667
676,0.866666667
677,0.633333333
678,0.7
679,0.9
680,0.866666667
681,0.866666667
682,0.9
683,0.9
684,0.8
685,0.9
686,0.9
687,0.8
688,0.833333333
689,0.766666667
690,0.9
691,0.866666667
692,0.866666667
693,0.8
694,0.766666667
695,0.733333333
696,0.9
697,0.833333333
698,0.866666667
699,0.766666667
700,0.8
701,0.833333333
702,0.8
703,0.8
704,0.833333333
705,0.9
706,0.9
707,0.766666667
708,0.933333333
709,0.866666667
710,0.9
711,0.7
712,0.766666667
713,0.966666667
714,0.8
715,0.8
716,0.933333333
717,0.6
718,0.766666667
719,0.8
720,0.8
721,0.766666667
722,0.866666667
723,0.866666667
724,0.966666667
725,0.666666667
726,0.833333333
727,0.866666667
728,0.833333333
729,0.8
730,0.8
731,0.933333333
732,0.8
733,0.866666667
734,0.866666667
735,0.933333333
736,0.8
737,0.866666667
738,0.966666667
739,0.833333333
740,0.966666667
741,0.866666667
742,0.7
743,0.833333333
744,0.933333333
745,0.8
746,0.766666667
747,0.966666667
748,0.9
749,0.733333333
750,0.9
751,0.8
752,0.8
753,0.766666667
754,0.8
755,0.733333333
756,0.933333333
757,0.866666667
758,0.766666667
759,0.833333333
760,0.766666667
761,0.666666667
762,0.9
763,0.833333333
764,0.866666667
765,0.766666667
766,0.866666667
767,0.9
768,0.8
769,0.933333333
770,0.766666667
771,0.766666667
772,0.866666667
773,0.933333333
774,0.733333333
775,0.866666667
776,0.866666667
777,0.866666667
778,0.833333333
779,0.9
780,0.933333333
781,0.7
782,0.866666667
783,0.733333333
784,0.866666667
785,0.833333333
786,0.833333333
787,0.766666667
788,0.666666667
789,0.833333333
790,0.766666667
791,0.8
792,0.866666667
793,0.766666667
794,0.9
795,0.8
796,0.9
797,0.866666667
798,0.8
799,0.866666667
800,0.8
801,0.733333333
802,0.766666667
803,0.9
804,0.833333333
805,0.9
806,0.9
807,0.8
808,0.866666667
809,0.8
810,0.766666667
811,0.866666667
812,0.866666667
813,0.866666667
814,0.833333333
815,0.733333333
816,0.766666667
817,0.9
818,0.8
819,0.9
820,0.866666667
821,0.833333333
822,0.8
823,0.866666667
824,0.866666667
825,0.766666667
826,0.766666667
827,0.866666667
828,0.9
829,0.8
830,0.9
831,0.866666667
832,0.8
833,0.8
834,0.866666667
835,0.8
836,0.9
837,0.9
838,0.8
839,0.666666667
840,0.8
841,0.866666667
842,0.9
843,0.9
844,0.8
845,0.866666667
846,0.766666667
847,0.833333333
848,0.933333333
849,0.7
850,0.833333333
851,0.8
852,0.933333333
853,0.833333333
854,0.8
855,0.866666667
856,0.8
857,0.933333333
858,0.866666667
859,0.7
860,0.866666667
861,0.8
862,0.933333333
863,0.766666667
864,0.733333333
865,0.8
866,0.7
867,0.833333333
868,0.7
869,0.833333333
870,0.733333333
871,0.8
872,0.8
873,0.9
874,0.9
875,0.9
876,0.9
877,0.866666667
878,0.8
879,0.866666667
880,0.766666667
881,0.866666667
882,0.833333333
883,0.833333333
884,0.833333333
885,0.933333333
886,0.8
887,0.833333333
888,0.866666667
889,0.966666667
890,0.833333333
891,0.733333333
892,0.9
893,0.933333333
894,0.766666667
895,0.8
896,0.766666667
897,0.733333333
898,0.866666667
899,0.833333333
900,0.9
901,0.9
902,0.833333333
903,0.866666667
904,0.933333333
905,0.866666667
906,0.833333333
907,0.9
908,0.766666667
909,0.833333333
910,0.933333333
911,0.9
912,0.866666667
913,0.866666667
914,0.866666667
915,0.933333333
916,0.8
917,0.8
918,0.733333333
919,0.866666667
920,0.966666667
921,0.833333333
922,0.766666667
923,0.933333333
924,0.8
925,0.833333333
926,0.8
927,0.833333333
928,0.833333333
929,0.866666667
930,0.966666667
931,0.866666667
932,0.833333333
933,0.9
934,0.933333333
935,0.833333333
936,0.866666667
937,0.766666667
938,0.933333333
939,0.833333333
940,0.9
941,0.766666667
942,0.8
943,0.8
944,0.833333333
945,0.866666667
946,0.8
947,0.866666667
948,0.9
949,0.866666667
950,0.933333333
951,0.866666667
952,0.833333333
953,0.833333333
954,0.9
955,0.833333333
956,0.866666667
957,0.8
958,0.8
959,0.866666667
960,0.9
961,0.8
962,0.833333333
963,0.766666667
964,0.8
965,0.733333333
966,0.833333333
967,0.733333333
968,0.866666667
969,0.866666667
970,0.833333333
971,0.866666667
972,0.733333333
973,0.9
974,0.833333333
975,0.833333333
976,0.766666667
977,0.833333333
978,0.866666667
979,0.933333333
980,0.766666667
981,0.7
982,0.833333333
983,0.9
984,0.9
985,0.933333333
986,0.866666667
987,0.866666667
988,0.9
989,0.8
990,0.9
991,0.866666667
992,0.833333333
993,0.833333333
994,0.8
995,0.8
996,0.833333333
997,0.766666667
998,0.866666667
999,0.833333333
1000,0.866666667
